WELL_ID,DATE,CURRENT,PRESS_DESC,FREQUENCY,PRESS_INT,TEMP_INT,TEMP_MOT,OUT_VOLT,VIBRATION,PRESS_INTK,TEMP_INTK,WellFailure
DEEPWATER-0KPXEZ,2020-01-18 15:34:54,22.0,4011.2,58.0,244.7,270.29999,306.0,,0.30020356,,,
DEEPWATER-DTL53P,2020-01-18 15:35:08,29.0,4063.5,53.0,280.29999,237.40001,275.20001,402.10001,0.20013572,,,
DEEPWATER-1WHBG2,2020-01-18 15:35:23,102.1,4634.7002,63.0,1983.1998,226.8,295.5,,0.30020356,,,
DEEPWATER-MU3BOW,2020-01-18 15:36:11,64.599998,3748.2,51.0,713.2000099999999,215.39999,278.39999,,0.30020356,,,
DEEPWATER-AHJLPP,2020-01-18 15:36:11,27.0,3442.7,60.0,,244.0,280.60001,,2.807904,,,
DEEPWATER-UVG14O,2020-01-18 15:40:00,22.0,3603.7,53.5,354.5,245.09999,289.60001,,0.30020356,,,
DEEPWATER-A5W4QG,2020-01-18 15:40:00,21.5,3922.1997,54.0,299.59998,228.0,257.69998,,0.20013572,,,
DEEPWATER-JCS1GP,2020-01-18 15:40:00,21.200001,3944.3999,57.700001,199.69998,258.39999,304.70001,,0.40027145,,,
DEEPWATER-0SSSKO,2020-01-18 15:40:00,17.299999,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,403.60001,0.0,,,
DEEPWATER-RU0CIY,2020-01-18 15:40:00,27.0,3675.8999,54.900002,374.0,226.60001,331.0,,0.30020356,,,
DEEPWATER-TPS1RK,2020-01-18 15:40:00,45.0,6810.4,62.799999,1132.7,454.6,654.0,,0.10006786,,,
DEEPWATER-ISTQBO,2020-01-18 15:40:00,30.9,3809.5999,66.0,244.3,220.10001,307.0,459.39999000000006,0.30020356,,,
DEEPWATER-TSXTIY,2020-01-18 15:40:00,33.099998,3718.3999,57.0,252.09999,225.29999,302.89999,,0.30020356,,,
DEEPWATER-CEO3A4,2020-01-18 15:40:00,35.5,4071.2,65.5,277.89999,230.5,295.20001,437.20001,0.40027145,,,
DEEPWATER-VKCG0Y,2020-01-18 15:40:31,25.700001,4210.0,57.0,234.0,235.0,294.30002,448.60001,0.20013572,,,
DEEPWATER-BPUSBG,2020-01-18 15:43:01,65.0,4265.1001,57.0,476.19998,228.0,287.60001,436.29999,0.20013572,,,
DEEPWATER-TXV4MX,2020-01-18 15:43:47,39.0,0.0,55.400002,0.0,-3.0517577999999995e-06,-3.0517577999999995e-06,,0.0,,,
DEEPWATER-EU2FJA,2020-01-18 15:43:50,51.200001,3935.5,56.5,790.49994,230.89999,283.59998,475.60001,0.90061069,,,
DEEPWATER-DTL53P,2020-01-18 15:45:08,28.5,4064.0999,53.0,280.29999,237.40001,275.20001,402.5,0.30020356,,,
DEEPWATER-AHJLPP,2020-01-18 15:45:11,29.0,3438.3999,59.900002,298.29999,244.0,244.0,,0.20013572,,,
DEEPWATER-XX0DST,2020-01-18 15:47:03,21.799999,3804.7,62.5,200.09999,253.39999,292.30002,419.20001,0.20013572,,,
DEEPWATER-AHJLPP,2020-01-18 15:48:11,28.0,3437.5999,60.0,298.10001,243.89999,280.39999,,0.20013572,,,
DEEPWATER-0SSSKO,2020-01-18 15:50:00,16.9,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,404.0,0.0,,,
DEEPWATER-AHJLPP,2020-01-18 15:54:11,29.0,,60.0,,,,,,,,
DEEPWATER-IDE13P,2020-01-18 15:54:28,64.599998,3826.7998,55.0,466.39996,228.60001,267.60001,435.29999,0.20013572,,,
DEEPWATER-0KPXEZ,2020-01-18 15:54:54,22.0,4010.8999,58.0,245.3,270.5,305.80002,,0.30020356,,,
DEEPWATER-LGIE0L,2020-01-18 15:54:54,79.099998,3417.8999,59.0,297.20001,234.70001,302.69998,462.10001,0.20013572,,,
DEEPWATER-M24OXR,2020-01-18 15:54:54,55.099998,3839.0999,55.0,422.09998,233.8,273.60001,422.79999,0.30020356,,,
DEEPWATER-DTL53P,2020-01-18 15:55:08,28.9,4065.7998,53.0,280.39999,237.40001,275.0,402.29999,0.20013572,,,
DEEPWATER-1WHBG2,2020-01-18 15:55:23,101.9,4638.2998,63.0,1983.1998,226.8,295.70001,,0.30020356,,,
DEEPWATER-EU2FJA,2020-01-18 15:59:50,,3889.5,,790.60004,230.89999,283.30002,,1.0006785,,,
DEEPWATER-A5W4QG,2020-01-18 16:00:00,21.799999,3922.7998,54.0,299.59998,227.8,257.89999,,0.20013572,,,
DEEPWATER-RU0CIY,2020-01-18 16:00:00,27.0,3677.0999,54.900002,374.10001,226.60001,331.20001,,0.30020356,,,
DEEPWATER-0SSSKO,2020-01-18 16:00:00,17.0,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,404.20001,0.0,,,
DEEPWATER-JCS1GP,2020-01-18 16:00:00,21.5,3945.0999,58.099998,200.09999,258.39999,304.5,,0.30020356,,,
DEEPWATER-CEO3A4,2020-01-18 16:00:00,35.5,4072.1001,65.5,277.79999,230.5,295.0,437.20001,0.50033927,,,
DEEPWATER-ISTQBO,2020-01-18 16:00:00,30.9,3810.8997,66.0,243.8,220.10001,307.19998,456.20001,0.30020356,,,
DEEPWATER-TPS1RK,2020-01-18 16:00:00,46.0,6810.2002,62.700001,1132.8,454.6,654.40002,,0.10006786,,,
DEEPWATER-TSXTIY,2020-01-18 16:00:00,33.099998,3719.0999,57.0,251.69998,225.5,302.89999,,0.30020356,,,
DEEPWATER-UVG14O,2020-01-18 16:00:00,22.0,3606.8999,53.5,354.30002,245.09999,289.60001,,0.20013572,,,
DEEPWATER-VKCG0Y,2020-01-18 16:00:31,25.700001,4207.5996,57.0,234.29999,235.0,294.30002,447.0,0.20013572,,,
DEEPWATER-EU2FJA,2020-01-18 16:02:50,51.299999,3897.3997,56.5,,,283.30002,477.20001,,,,
DEEPWATER-BPUSBG,2020-01-18 16:03:01,65.099998,4266.3999,57.0,476.19998,228.0,287.39999,437.29999,0.20013572,,,
DEEPWATER-AHJLPP,2020-01-18 16:03:11,28.0,3435.8999,59.900002,298.5,298.5,280.60001,,0.20013572,,,
DEEPWATER-TXV4MX,2020-01-18 16:03:47,39.0,0.0,55.400002,0.0,-3.0517577999999995e-06,-3.0517577999999995e-06,,0.0,,,
DEEPWATER-EU2FJA,2020-01-18 16:03:50,51.200001,3905.6997,,790.60004,230.89999,283.5,476.29999,1.0006785,,,
DEEPWATER-DTL53P,2020-01-18 16:05:08,28.299999,4066.2,53.0,280.39999,237.40001,275.20001,402.70001,0.20013572,,,
DEEPWATER-XX0DST,2020-01-18 16:07:03,20.6,3762.5999,61.5,200.0,253.39999,292.5,414.5,0.20013572,,,
DEEPWATER-1UBHZV,2020-01-18 16:07:35,27.0,4307.1001,52.0,290.70001,260.10001,290.10001,483.70001,0.40027145,,,
DEEPWATER-AHJLPP,2020-01-18 16:09:11,28.0,3437.3999,60.0,298.5,243.89999,280.60001,,0.20013572,,,
DEEPWATER-0SSSKO,2020-01-18 16:10:00,17.200001,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,403.70001,0.0,,,
DEEPWATER-BZZIEL,2020-01-18 16:10:33,36.599998,4012.0999,60.0,503.39996,233.2,287.80002,469.39999000000006,0.20013572,,,
DEEPWATER-EU2FJA,2020-01-18 16:11:34,,3924.8999,,,,,,,,,
DEEPWATER-4TYG1P,2020-01-18 16:12:05,0.0,4149.2998,0.0,4151.1997,222.39999,223.3,0.0,0.10006786,,,
DEEPWATER-AHJLPP,2020-01-18 16:14:11,29.0,,59.900002,,,,,,,,
DEEPWATER-IDE13P,2020-01-18 16:14:28,64.599998,3826.6997,55.0,466.59998,228.60001,267.60001,435.20001,0.30020356,,,
DEEPWATER-LGIE0L,2020-01-18 16:14:54,78.900002,3419.5999,59.0,298.10001,234.70001,302.69998,460.60001,0.20013572,,,
DEEPWATER-0KPXEZ,2020-01-18 16:14:54,21.9,4009.1997,58.0,244.8,270.5,306.0,,0.30020356,,,
DEEPWATER-M24OXR,2020-01-18 16:14:54,55.099998,3879.3999,55.0,421.89999000000006,233.8,273.69998,421.39999000000006,0.30020356,,,
DEEPWATER-DTL53P,2020-01-18 16:15:08,28.700001,4060.1997,53.0,280.5,237.40001,275.20001,403.20001,0.20013572,,,
DEEPWATER-1WHBG2,2020-01-18 16:15:23,101.9,4638.1997,63.0,1983.0999,226.8,295.89999,,0.30020356,,,
DEEPWATER-MU3BOW,2020-01-18 16:16:11,64.900002,3755.8999,,716.59998,215.60001,278.19998,,0.30020356,,,
DEEPWATER-ISTQBO,2020-01-18 16:20:00,31.4,3814.5999,66.0,244.3,220.10001,307.19998,458.39999000000006,0.30020356,,,
DEEPWATER-TPS1RK,2020-01-18 16:20:00,45.0,6811.2002,62.799999,1132.7,454.6,654.0,,0.20013572,,,
DEEPWATER-CEO3A4,2020-01-18 16:20:00,35.5,4082.0999,65.5,277.70001,230.5,295.5,437.20001,0.40027145,,,
DEEPWATER-A5W4QG,2020-01-18 16:20:00,21.6,3921.3999,54.0,299.5,228.0,257.69998,,0.20013572,,,
DEEPWATER-RU0CIY,2020-01-18 16:20:00,27.0,3676.2,54.900002,374.0,226.60001,331.0,,0.40027145,,,
DEEPWATER-0SSSKO,2020-01-18 16:20:00,18.799999,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,404.0,0.0,,,
DEEPWATER-JCS1GP,2020-01-18 16:20:00,21.4,3946.3999,58.0,199.89999,258.39999,304.70001,,0.40027145,,,
DEEPWATER-UVG14O,2020-01-18 16:20:00,22.0,3605.8,53.5,354.20001,244.89999,289.60001,,0.30020356,,,
DEEPWATER-VKCG0Y,2020-01-18 16:20:31,25.6,4208.8999,57.0,234.09999,235.0,294.30002,445.20001,0.30020356,,,
DEEPWATER-BPUSBG,2020-01-18 16:23:01,65.099998,4267.0,57.0,476.60001,228.0,287.80002,435.5,0.10006786,,,
DEEPWATER-TXV4MX,2020-01-18 16:23:47,39.0,0.0,55.400002,0.0,-3.0517577999999995e-06,-3.0517577999999995e-06,,0.0,,,
DEEPWATER-EU2FJA,2020-01-18 16:23:50,51.200001,3937.9998,56.5,790.19995,230.89999,283.59998,475.60001,0.90061069,,,
DEEPWATER-DTL53P,2020-01-18 16:25:08,28.4,4064.0999,53.0,280.39999,237.40001,275.20001,400.0,0.20013572,,,
DEEPWATER-1UBHZV,2020-01-18 16:27:35,27.0,4340.5,52.0,294.89999,260.20001,289.60001,481.0,0.40027145,,,
DEEPWATER-0SSSKO,2020-01-18 16:30:00,18.4,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,403.20001,0.0,,,
DEEPWATER-BZZIEL,2020-01-18 16:30:33,36.400002,4005.7998,60.0,503.09998,233.2,287.60001,469.70001,0.20013572,,,
DEEPWATER-4TYG1P,2020-01-18 16:32:05,0.0,4149.2998,0.0,4151.2998,222.39999,223.3,0.0,0.10006786,,,
DEEPWATER-AHJLPP,2020-01-18 16:34:11,29.0,,60.0,,,,,,,,
DEEPWATER-IDE13P,2020-01-18 16:34:28,64.800003,3829.1001,55.0,466.70001,228.60001,267.60001,435.79999,0.20013572,,,
DEEPWATER-M24OXR,2020-01-18 16:34:54,55.200001,3899.5999,55.0,421.79999,233.8,273.69998,421.60001,0.30020356,,,
DEEPWATER-0KPXEZ,2020-01-18 16:34:54,22.1,4009.9998,58.0,244.09999,270.5,306.0,,0.30020356,,,
DEEPWATER-LGIE0L,2020-01-18 16:34:54,78.900002,3419.4998,59.0,297.69998,234.70001,302.89999,463.29999,0.20013572,,,
DEEPWATER-DTL53P,2020-01-18 16:35:08,28.700001,4065.2998,53.0,280.5,237.40001,275.0,402.29999,0.30020356,,,
DEEPWATER-1WHBG2,2020-01-18 16:35:23,102.0,4638.0996,63.0,1983.1998,226.8,295.70001,,0.30020356,,,
DEEPWATER-MU3BOW,2020-01-18 16:36:11,64.5,3770.0999,51.0,720.69995,215.39999,278.10001,,0.30020356,,,
DEEPWATER-A5W4QG,2020-01-18 16:40:00,21.799999,3922.1997,54.0,299.5,227.8,257.89999,,0.20013572,,,
DEEPWATER-RU0CIY,2020-01-18 16:40:00,27.0,3680.5999,54.900002,374.29999,226.60001,331.0,,0.40027145,,,
DEEPWATER-TPS1RK,2020-01-18 16:40:00,45.0,6810.6,62.799999,1132.8,454.6,654.79998,,0.20013572,,,
DEEPWATER-CEO3A4,2020-01-18 16:40:00,35.5,4076.4998,65.5,277.59998,230.7,295.29999,437.20001,0.40027145,,,
DEEPWATER-JCS1GP,2020-01-18 16:40:00,21.700001,3953.5999,58.799999,199.79999,258.60001,304.89999,,0.30020356,,,
DEEPWATER-ISTQBO,2020-01-18 16:40:00,31.700001,3817.3999,66.0,244.2,220.10001,307.19998,458.39999000000006,0.30020356,,,
DEEPWATER-TSXTIY,2020-01-18 16:40:00,33.099998,3718.5,57.0,250.7,225.5,302.20001,,0.20013572,,,
DEEPWATER-UVG14O,2020-01-18 16:40:00,22.0,3608.3999,53.5,354.20001,245.09999,289.60001,,0.30020356,,,
DEEPWATER-0SSSKO,2020-01-18 16:40:00,17.700001,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,403.5,0.0,,,
DEEPWATER-VKCG0Y,2020-01-18 16:40:31,25.5,4210.2002,57.0,234.39998,235.0,294.10001,445.60001,0.30020356,,,
DEEPWATER-BPUSBG,2020-01-18 16:43:01,65.0,4268.8999,57.0,476.69998,228.0,287.80002,439.29999,0.30020356,,,
DEEPWATER-TXV4MX,2020-01-18 16:43:47,39.0,0.0,55.400002,0.0,-3.0517577999999995e-06,-3.0517577999999995e-06,,0.0,,,
DEEPWATER-EU2FJA,2020-01-18 16:43:50,51.200001,3915.1001,56.5,790.19995,230.89999,283.30002,476.0,0.90061069,,,
DEEPWATER-DTL53P,2020-01-18 16:45:08,28.700001,4064.0,53.0,280.39999,237.40001,275.20001,402.89999,0.30020356,,,
DEEPWATER-XX0DST,2020-01-18 16:47:03,23.299999,3774.3999,62.5,201.2,253.39999,292.10001,420.89999000000006,0.20013572,,,
DEEPWATER-1UBHZV,2020-01-18 16:47:35,26.4,4319.1997,52.0,291.5,260.20001,289.80002,480.10001,0.50033927,,,
DEEPWATER-0SSSKO,2020-01-18 16:50:00,17.200001,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,404.29999,0.0,,,
DEEPWATER-BZZIEL,2020-01-18 16:50:33,36.5,3990.9998,60.0,501.69998,233.2,287.60001,466.79999,0.20013572,,,
DEEPWATER-4TYG1P,2020-01-18 16:52:05,0.0,4149.5,0.0,4151.1997,222.39999,223.3,0.0,0.10006786,,,
DEEPWATER-AHJLPP,2020-01-18 16:54:11,27.0,3430.8,60.0,298.29999,243.89999,280.60001,,0.30020356,,,
DEEPWATER-IDE13P,2020-01-18 16:54:28,64.5,3841.3999,55.0,466.59998,228.60001,267.60001,434.5,0.10006786,,,
DEEPWATER-LGIE0L,2020-01-18 16:54:54,78.900002,3420.4998,59.0,298.0,234.70001,302.89999,461.79999,0.30020356,,,
DEEPWATER-M24OXR,2020-01-18 16:54:54,54.799999,3838.2,55.0,421.89999000000006,233.8,273.69998,421.0,0.30020356,,,
DEEPWATER-0KPXEZ,2020-01-18 16:54:54,22.0,4010.2,58.0,243.8,270.70001,306.0,,0.30020356,,,
DEEPWATER-DTL53P,2020-01-18 16:55:08,29.200001,4064.3999,53.0,280.39999,237.40001,275.20001,402.29999,0.30020356,,,
DEEPWATER-1WHBG2,2020-01-18 16:55:23,102.1,4636.7998,63.0,1983.2999,226.8,295.89999,,0.30020356,,,
DEEPWATER-MU3BOW,2020-01-18 16:56:11,64.099998,3772.0,51.0,725.09998,215.60001,277.70001,,0.30020356,,,
DEEPWATER-TSXTIY,2020-01-18 17:00:00,33.0,3719.5,57.0,250.8,225.29999,302.20001,,0.20013572,,,
DEEPWATER-A5W4QG,2020-01-18 17:00:00,21.6,3921.2998,54.0,299.69998,227.8,257.69998,,0.20013572,,,
DEEPWATER-RU0CIY,2020-01-18 17:00:00,27.0,3678.7998,54.900002,373.70001,226.60001,330.60001,,0.40027145,,,
DEEPWATER-UVG14O,2020-01-18 17:00:00,22.0,3606.8999,53.5,354.20001,245.09999,289.60001,,0.20013572,,,
DEEPWATER-JCS1GP,2020-01-18 17:00:00,21.700001,3954.2,59.0,200.29999,258.39999,304.5,,0.40027145,,,
DEEPWATER-ISTQBO,2020-01-18 17:00:00,31.299999,3818.8999,66.0,243.99998,220.10001,307.60001,456.20001,0.30020356,,,
DEEPWATER-TPS1RK,2020-01-18 17:00:00,45.0,6810.7998,62.900002,1132.8,455.0,653.59998,,0.20013572,,,
DEEPWATER-CEO3A4,2020-01-18 17:00:00,35.5,4075.2998,65.5,277.79999,230.5,295.20001,437.20001,0.50033927,,,
DEEPWATER-0SSSKO,2020-01-18 17:00:00,16.9,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,404.70001,0.0,,,
DEEPWATER-AHJLPP,2020-01-18 17:00:11,29.0,3432.0,60.0,298.10001,244.0,280.60001,,0.20013572,,,
DEEPWATER-VKCG0Y,2020-01-18 17:00:31,25.700001,4211.6997,57.0,234.5,235.0,294.10001,447.89999000000006,0.30020356,,,
DEEPWATER-BPUSBG,2020-01-18 17:03:01,64.900002,4269.0996,57.0,476.69998,228.0,288.09998,436.5,0.30020356,,,
DEEPWATER-TXV4MX,2020-01-18 17:03:47,39.0,0.0,55.400002,0.0,-3.0517577999999995e-06,-3.0517577999999995e-06,,0.0,,,
DEEPWATER-ISTQBO,2020-01-18 17:03:49,31.200001,3820.8999,66.0,243.99998,220.10001,307.39999,457.5,0.30020356,,,
DEEPWATER-EU2FJA,2020-01-18 17:03:50,51.200001,3935.7998,56.5,790.29993,230.89999,283.30002,477.70001,0.90061069,,,
DEEPWATER-DTL53P,2020-01-18 17:05:08,28.799999,4063.7,53.0,280.39999,237.40001,275.0,403.39999,0.20013572,,,
DEEPWATER-XX0DST,2020-01-18 17:07:03,20.6,3756.2,61.5,199.5,253.39999,292.10001,411.70001,0.20013572,,,
DEEPWATER-RU0CIY,2020-01-18 17:07:34,30.0,3674.0,54.900002,372.70001,,330.30002,,0.30020356,,,
DEEPWATER-1UBHZV,2020-01-18 17:07:35,25.5,4223.0996,52.0,291.89999,260.20001,290.10001,480.89999000000006,0.50033927,,,
DEEPWATER-RU0CIY,2020-01-18 17:08:16,33.0,3671.8999,54.900002,373.49997,,329.5,,,,,
DEEPWATER-RU0CIY,2020-01-18 17:09:41,31.0,3668.2,54.900002,375.19998,226.60001,329.20001,,,,,
DEEPWATER-0SSSKO,2020-01-18 17:10:00,17.1,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,403.39999,0.0,,,
DEEPWATER-BZZIEL,2020-01-18 17:10:33,36.599998,3992.3997,60.0,500.29999,233.2,287.60001,468.0,0.20013572,,,
DEEPWATER-4TYG1P,2020-01-18 17:12:05,0.0,4149.5,0.0,4151.3999,222.39999,223.2,0.0,0.10006786,,,
DEEPWATER-AHJLPP,2020-01-18 17:14:11,28.0,,59.900002,,,,,,,,
DEEPWATER-IDE13P,2020-01-18 17:14:28,64.5,3843.8999,55.0,466.59998,228.60001,267.60001,435.70001,0.10006786,,,
DEEPWATER-M24OXR,2020-01-18 17:14:54,55.599998,3851.7,55.0,421.99997,233.8,273.69998,421.20001,0.20013572,,,
DEEPWATER-LGIE0L,2020-01-18 17:14:54,78.900002,3418.2998,59.0,297.5,234.70001,302.69998,460.5,0.20013572,,,
DEEPWATER-0KPXEZ,2020-01-18 17:14:54,21.9,4010.8,58.0,244.8,270.5,306.0,,0.30020356,,,
DEEPWATER-DTL53P,2020-01-18 17:15:08,28.5,4065.5,53.0,280.39999,237.40001,275.0,400.29999,0.20013572,,,
DEEPWATER-AHJLPP,2020-01-18 17:15:11,,,59.900002,,,,,,,,
DEEPWATER-1WHBG2,2020-01-18 17:15:23,101.7,4637.0,63.0,1982.9999,226.8,295.70001,,0.30020356,,,
DEEPWATER-RU0CIY,2020-01-18 17:15:34,29.0,3676.0999,54.900002,376.89996,226.8,324.70001,,0.30020356,,,
DEEPWATER-MU3BOW,2020-01-18 17:16:11,65.099998,3755.5999,,727.79993,215.60001,278.19998,,0.30020356,,,
DEEPWATER-AHJLPP,2020-01-18 17:18:11,29.0,3433.5999,60.0,297.79999,243.70001,280.60001,,0.30020356,,,
DEEPWATER-RU0CIY,2020-01-18 17:19:02,29.0,3676.0999,55.0,380.5,,321.79999,,0.30020356,,,
DEEPWATER-TPS1RK,2020-01-18 17:20:00,45.0,6810.6,62.799999,1132.8,454.6,654.79998,,0.20013572,,,
DEEPWATER-UVG14O,2020-01-18 17:20:00,22.0,3606.3,53.5,354.09998,245.09999,289.60001,,0.20013572,,,
DEEPWATER-JCS1GP,2020-01-18 17:20:00,21.299999,3944.7,57.799999,200.0,258.29999,304.89999,,0.30020356,,,
DEEPWATER-RU0CIY,2020-01-18 17:20:00,29.0,3676.5999,55.0,381.60001,226.8,321.79999,,0.30020356,,,
DEEPWATER-A5W4QG,2020-01-18 17:20:00,21.700001,3921.5999,54.0,299.69998,228.0,257.69998,,0.30020356,,,
DEEPWATER-TSXTIY,2020-01-18 17:20:00,33.099998,3718.5999,57.0,250.89999,225.29999,302.5,,0.30020356,,,
DEEPWATER-CEO3A4,2020-01-18 17:20:00,35.5,4077.0999,65.5,277.5,230.5,295.0,437.20001,0.50033927,,,
DEEPWATER-0SSSKO,2020-01-18 17:20:00,17.1,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,403.60001,0.0,,,
DEEPWATER-ISTQBO,2020-01-18 17:20:00,31.200001,3820.1001,66.0,244.49998,220.10001,307.39999,457.70001,0.30020356,,,
DEEPWATER-VKCG0Y,2020-01-18 17:20:31,25.6,4208.5,57.0,234.39998,235.0,294.30002,448.0,0.20013572,,,
DEEPWATER-BPUSBG,2020-01-18 17:23:01,65.199997,4268.3999,57.0,476.69998,228.0,288.0,438.5,0.10006786,,,
DEEPWATER-TXV4MX,2020-01-18 17:23:47,39.0,0.0,55.400002,0.0,-3.0517577999999995e-06,-3.0517577999999995e-06,,0.0,,,
DEEPWATER-TSXTIY,2020-01-18 17:23:48,33.299999,3718.5999,57.0,250.7,225.29999,302.5,,0.30020356,,,
DEEPWATER-EU2FJA,2020-01-18 17:23:50,,3911.9998,,,230.89999,283.10001,,,,,
DEEPWATER-DTL53P,2020-01-18 17:25:08,28.700001,4066.2998,53.0,280.39999,237.40001,275.0,401.0,0.20013572,,,
DEEPWATER-XX0DST,2020-01-18 17:27:03,20.9,3795.3999,61.799999,198.69998,253.39999,291.89999,415.5,0.30020356,,,
DEEPWATER-1UBHZV,2020-01-18 17:27:35,26.799999,4313.2002,52.0,290.89999,260.20001,289.60001,480.20001,0.50033927,,,
DEEPWATER-0SSSKO,2020-01-18 17:30:00,17.0,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,402.60001,0.0,,,
DEEPWATER-AHJLPP,2020-01-18 17:34:11,30.0,,59.900002,,,,,,,,
DEEPWATER-IDE13P,2020-01-18 17:34:28,64.699997,3821.6001,55.0,466.49997,228.60001,267.60001,433.79999,0.20013572,,,
DEEPWATER-LGIE0L,2020-01-18 17:34:54,78.900002,3418.9998,59.0,297.69998,234.70001,302.89999,461.5,0.20013572,,,
DEEPWATER-M24OXR,2020-01-18 17:34:54,55.299999,3889.3,55.0,421.89999000000006,233.8,273.69998,421.20001,0.20013572,,,
DEEPWATER-0KPXEZ,2020-01-18 17:34:54,21.9,4009.9998,58.0,245.89999,270.70001,306.0,,0.30020356,,,
DEEPWATER-DTL53P,2020-01-18 17:35:08,28.700001,4061.7998,53.0,280.39999,237.40001,275.20001,400.0,0.20013572,,,
DEEPWATER-1WHBG2,2020-01-18 17:35:23,101.7,4635.3999,63.0,1982.9999,226.8,295.89999,,0.30020356,,,
DEEPWATER-MU3BOW,2020-01-18 17:36:11,65.099998,3759.6001,51.0,727.19995,215.2,278.80002,,0.30020356,,,
DEEPWATER-AHJLPP,2020-01-18 17:39:11,,,60.0,,,,,,,,
DEEPWATER-CEO3A4,2020-01-18 17:40:00,35.5,4081.7,65.5,277.5,230.5,295.20001,437.20001,0.60040712,,,
DEEPWATER-0SSSKO,2020-01-18 17:40:00,16.9,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,404.20001,0.0,,,
DEEPWATER-ISTQBO,2020-01-18 17:40:00,31.1,3822.5999,66.0,243.99998,220.10001,307.39999,457.79999,0.30020356,,,
DEEPWATER-TPS1RK,2020-01-18 17:40:00,45.0,6810.4,62.799999,1132.7,454.6,654.79998,,0.20013572,,,
DEEPWATER-TSXTIY,2020-01-18 17:40:00,33.200001,3716.7,57.0,250.29999,225.5,302.69998,,0.20013572,,,
DEEPWATER-JCS1GP,2020-01-18 17:40:00,21.200001,3939.5999,57.599998,199.79999,258.29999,305.10001,,0.30020356,,,
DEEPWATER-RU0CIY,2020-01-18 17:40:00,27.0,3683.3999,54.900002,376.39999,226.39999,318.69998,,0.30020356,,,
DEEPWATER-A5W4QG,2020-01-18 17:40:00,21.5,3923.2998,54.0,299.59998,227.8,257.69998,,0.20013572,,,
DEEPWATER-UVG14O,2020-01-18 17:40:00,22.0,3606.5999,53.5,354.09998,245.09999,289.60001,,0.20013572,,,
DEEPWATER-EU2FJA,2020-01-18 17:43:50,51.099998,3910.2,56.5,790.39996,230.89999,283.59998,477.10001,0.90061069,,,
DEEPWATER-DTL53P,2020-01-18 17:45:08,28.299999,4063.8999,53.0,280.39999,237.40001,275.40002000000004,403.20001,0.20013572,,,
DEEPWATER-XX0DST,2020-01-18 17:47:03,23.0,3799.5999,62.5,200.2,253.39999,291.69998,418.89999,0.20013572,,,
DEEPWATER-1UBHZV,2020-01-18 17:47:35,26.4,4299.1997,52.0,291.20001,260.10001,289.60001,481.39999000000006,0.50033927,,,
DEEPWATER-BZZIEL,2020-01-18 17:49:33,36.700001,4002.5,,498.69998,233.10001,287.10001,462.20001,0.20013572,,,
DEEPWATER-0SSSKO,2020-01-18 17:50:00,16.6,0.0,52.5,0.0,-1.5258788999999998e-06,-1.5258788999999998e-06,401.10001,0.0,,,
DEEPWATER-RU0CIY,2020-01-18 17:50:10,27.0,3677.0999,54.900002,376.0,226.39999,322.29999,,0.30020356,,,
DEEPWATER-BZZIEL,2020-01-18 17:50:33,36.599998,3999.3999,60.0,498.89996,233.10001,287.19998,463.70001,0.20013572,,,
DEEPWATER-4TYG1P,2020-01-18 17:52:05,0.0,4149.2998,0.0,4151.2998,222.39999,223.3,0.0,0.10006786,,,
DEEPWATER-AHJLPP,2020-01-18 17:54:11,27.0,3437.6997,59.900002,297.79999,243.89999,280.60001,,0.20013572,,,
DEEPWATER-IDE13P,2020-01-18 17:54:28,64.699997,3823.8999,55.0,466.79999,228.40001,267.60001,436.70001,0.20013572,,,
DEEPWATER-LGIE0L,2020-01-18 17:54:54,78.800003,3419.3999,59.0,297.10001,234.70001,302.69998,463.79999,0.20013572,,,
DEEPWATER-0KPXEZ,2020-01-18 17:54:54,22.0,4011.5,58.0,246.29999,270.5,305.80002,,0.30020356,,,
DEEPWATER-M24OXR,2020-01-18 17:54:54,55.900002,3887.2998,55.0,421.89999000000006,233.8,273.69998,423.10001,0.20013572,,,
DEEPWATER-DTL53P,2020-01-18 17:55:08,28.700001,4063.7,53.0,280.60001,237.40001,275.20001,402.5,0.30020356,,,
DEEPWATER-1WHBG2,2020-01-18 17:55:23,102.2,4636.0,63.0,1982.9999,226.8,295.70001,,0.30020356,,,
