WELL_ID,DATE,CURRENT,PRESS_DESC,FREQUENCY,PRESS_INT,TEMP_INT,TEMP_MOT,OUT_VOLT,VIBRATION,PRESS_INTK,TEMP_INTK,WellFailure,Estado,Estado_detallado
DEEPWATER-UY0V1O,2020-01-12 16:40:00,,4186.0,53.5,370.0,231.59999,266.69998,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 16:42:47,,4070.4998,55.0,1148.4,,316.0,,,,,,Operativo,Anómalo 🔴
DEEPWATER-ROJ53V,2020-01-12 16:44:46,,3732.7998,48.900002,238.09999,220.10001,248.20001,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 16:45:03,,3759.5,52.900002,318.39996,242.60001,304.29999,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 16:48:45,,3682.3999,59.5,398.70001,233.60001,256.60001,,0.20013572,,,,Operativo,Degradación ⚠️
DEEPWATER-000XAR,2020-01-12 16:48:47,,4097.6001,54.900002,1156.2,224.60001,315.29999,,0.30020356,,,,Operativo,Anómalo 🔴
DEEPWATER-MECD2B,2020-01-12 16:56:53,,3944.0,55.0,314.99997,248.0,284.89999,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 16:57:04,,3808.2,64.0,1132.7,222.39999,331.89999,,0.40027145,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 17:00:00,,4184.0,53.400002,370.09998,231.59999,266.5,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 17:02:47,,4122.7002,55.0,1172.5,224.60001,314.80002,,0.30020356,,,,Operativo,Anómalo 🔴
DEEPWATER-ROJ53V,2020-01-12 17:04:46,,3733.6001,49.0,239.59999,220.10001,246.7,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 17:05:03,,3757.7998,53.0,318.5,242.8,304.29999,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 17:08:45,,3669.2998,59.5,398.39996,233.8,256.30002,,0.20013572,,,,Operativo,Degradación ⚠️
DEEPWATER-000XAR,2020-01-12 17:12:47,,4110.3999,55.0,1179.2,224.60001,315.09998,,0.30020356,,,,Operativo,Anómalo 🔴
DEEPWATER-51ZYBC,2020-01-12 17:17:04,,,64.099998,,,,,,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 17:17:53,,3944.5999,55.0,314.79999,247.79999,284.89999,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 17:20:00,,4182.5996,53.5,370.19998,231.59999,266.40002000000004,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 17:22:47,,4060.3999,54.900002,1178.4,224.60001,316.19998,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 17:24:46,,3736.2,48.900002,246.0,220.10001,246.2,,0.10006786,,,,Operativo,Otro
DEEPWATER-000XAR,2020-01-12 17:24:47,,4047.5,55.0,1177.0,224.60001,316.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 17:25:03,,3763.3999,52.900002,318.39996,242.8,304.29999,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 17:28:45,,3678.9998,59.5,397.89999,233.8,256.5,,0.10006786,,,,Operativo,Degradación ⚠️
DEEPWATER-51ZYBC,2020-01-12 17:37:04,,3808.5999,64.0,1132.8,222.39999,332.10001,,0.30020356,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 17:40:00,,4185.6997,53.400002,369.89999,231.59999,266.40002000000004,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 17:42:47,,3877.2998,55.0,1152.7999,224.60001,317.70001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 17:44:46,,3735.5,48.900002,252.8,220.10001,246.60001,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 17:45:03,,3765.5999,52.900002,318.39996,242.8,304.29999,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 17:48:45,,,59.5,,,,,,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 17:56:53,,3945.3999,55.0,314.30002,248.0,284.40002000000004,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 17:57:04,,3807.9998,64.0,1132.7,222.39999,331.70001,,0.30020356,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 18:00:00,,4185.1001,53.400002,369.89999,231.59999,266.40002000000004,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 18:02:47,,3899.2,55.0,1125.5,224.8,318.69998,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 18:04:46,,3734.0,48.900002,254.09999,220.10001,246.0,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 18:05:03,,3764.0,53.0,318.60001,242.8,304.20001,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 18:08:45,,3682.0,59.5,397.09998,233.60001,256.30002,,0.10006786,,,,Operativo,Degradación ⚠️
DEEPWATER-51ZYBC,2020-01-12 18:17:04,,3807.8999,64.099998,1132.7,222.39999,331.5,,0.20013572,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 18:17:53,,3947.0999,54.900002,314.09998,247.79999,284.20001,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 18:20:00,,4184.6001,53.5,369.89999,231.8,266.40002000000004,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 18:22:47,,4025.2998,54.900002,1139.2,224.60001,316.89999,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 18:24:46,,3732.7998,48.900002,247.2,220.10001,246.0,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 18:25:03,,3762.7,52.900002,318.60001,242.8,304.5,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 18:28:45,,3689.7998,59.5,396.5,233.60001,256.5,,0.10006786,,,,Operativo,Otro
DEEPWATER-000XAR,2020-01-12 18:30:47,,4056.2,54.900002,1147.3999,224.60001,316.19998,,0.40027145,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 18:37:04,,,64.099998,,,,,,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 18:40:00,,4185.7998,53.5,370.0,231.59999,266.5,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 18:42:47,,4096.7002,54.900002,1161.0,224.60001,316.0,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-ROJ53V,2020-01-12 18:44:46,,,48.900002,249.49998,3732.0999,246.89999,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 18:45:03,,3762.5999,53.0,318.70001,242.8,304.5,,0.30020356,,,,Operativo,Otro
DEEPWATER-000XAR,2020-01-12 18:45:47,,4103.5996,54.900002,1164.1,,315.5,,,,,,Operativo,Anómalo 🔴
DEEPWATER-ROJ53V,2020-01-12 18:46:46,,3732.7998,48.900002,252.69998,220.10001,247.3,,0.20013572,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 18:48:45,,3690.5,59.5,397.5,233.60001,255.89999,,0.20013572,,,,Operativo,Otro
DEEPWATER-000XAR,2020-01-12 18:48:47,,4107.6001,54.900002,1167.0,224.60001,315.5,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-MECD2B,2020-01-12 18:56:53,,3942.2,54.900002,314.09998,247.79999,284.40002000000004,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 18:57:04,,3807.2998,64.0,1132.7,222.39999,331.89999,,0.40027145,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 19:00:00,,4184.8999,53.5,370.19998,231.59999,266.5,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 19:02:47,,4078.2998,54.900002,1174.8999,224.60001,315.29999,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-ROJ53V,2020-01-12 19:04:46,,3733.0999,49.0,246.5,220.10001,250.3,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 19:05:03,,3762.8999,52.900002,318.70001,242.8,304.5,,0.40027145,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 19:08:45,,3688.1997,59.5,397.39996,233.60001,256.5,,0.0,,,,Operativo,Otro
DEEPWATER-000XAR,2020-01-12 19:09:47,,4041.5999,55.0,1172.7,224.60001,316.39999,,0.40027145,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 19:17:04,,3807.3999,64.099998,1132.8,222.39999,331.89999,,0.50033927,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 19:20:00,,4185.8999,53.5,370.39996,231.59999,266.5,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 19:22:47,,3903.7998,55.0,1157.1,224.60001,316.80002,,0.40027145,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 19:24:46,,3733.4001,48.900002,246.0,220.10001,251.60001,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 19:25:03,,3763.0,53.0,318.60001,242.8,304.5,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 19:28:45,,3674.1001,59.5,397.89999,233.60001,255.89999,,0.0,,,,Operativo,Degradación ⚠️
DEEPWATER-51ZYBC,2020-01-12 19:37:04,,3807.9998,64.099998,1132.6,222.39999,331.70001,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 19:38:53,,3944.2,54.900002,313.69998,247.60001,284.40002000000004,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 19:40:00,,4184.7002,53.5,370.5,231.59999,266.5,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 19:42:47,,3836.1997,54.900002,1122.8999,224.8,318.39999,,0.40027145,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 19:44:46,,3732.5999,48.900002,246.5,220.10001,251.60001,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 19:45:03,,3759.0999,52.900002,318.70001,242.8,304.5,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 19:48:45,,3679.1997,59.5,397.70001,233.60001,256.5,,0.10006786,,,,Operativo,Degradación ⚠️
DEEPWATER-MECD2B,2020-01-12 19:56:53,,3945.5,55.0,313.69998,247.79999,284.40002000000004,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 19:57:04,,3808.7998,64.099998,1132.6,222.39999,331.70001,,0.40027145,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 20:00:00,,4185.2002,53.5,370.70001,231.39999,266.89999,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 20:02:47,,3950.8,55.0,1123.7,224.60001,316.39999,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 20:04:46,,3731.4998,48.900002,246.79999,220.10001,252.10001,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 20:05:03,,3760.3,52.900002,318.79999,242.8,304.29999,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 20:08:45,,3671.9998,59.5,397.60001,233.60001,255.89999,,0.10006786,,,,Operativo,Degradación ⚠️
DEEPWATER-51ZYBC,2020-01-12 20:17:04,,3807.3999,64.099998,1132.7,222.39999,331.89999,,0.60040712,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 20:17:53,,3946.0999,54.900002,313.69998,247.79999,284.5,,0.10006786,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 20:20:00,,4184.1001,53.400002,370.89999,231.59999,266.5,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 20:22:47,,4028.5,55.0,1136.9,224.60001,316.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 20:24:46,,3730.8999,48.900002,245.89999,220.10001,252.29999,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 20:25:03,,3757.9998,52.900002,318.60001,242.8,304.5,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 20:28:45,,3683.8,59.5,397.39996,233.60001,256.5,,0.10006786,,,,Operativo,Otro
DEEPWATER-000XAR,2020-01-12 20:30:47,,4054.5,54.900002,1145.9,224.60001,315.5,,0.30020356,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 20:37:04,,3807.7,64.099998,1132.5,222.39999,332.10001,,0.30020356,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 20:38:53,,3947.4998,55.0,313.69998,247.79999,284.5,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 20:40:00,,4186.1997,53.5,371.0,231.59999,266.69998,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 20:42:47,,4078.5999,55.0,1157.7,224.8,315.29999,,0.30020356,,,,Operativo,Anómalo 🔴
DEEPWATER-ROJ53V,2020-01-12 20:44:46,,3731.6997,48.900002,247.40001,220.10001,252.29999,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 20:45:03,,3757.9998,52.900002,318.5,242.8,304.29999,,0.40027145,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 20:48:45,,3688.8999,59.5,396.29999,233.60001,256.30002,,0.10006786,,,,Operativo,Otro
DEEPWATER-000XAR,2020-01-12 20:51:47,,3979.8999,55.0,1160.1,224.60001,315.5,,0.30020356,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 20:56:53,,3947.8999,55.0,313.60001,247.79999,284.5,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 20:57:04,,3807.0,64.099998,1132.2,222.39999,331.70001,,0.30020356,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 21:00:00,,4184.6001,53.5,370.89999,231.59999,266.40002000000004,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 21:02:47,,3937.0,54.900002,1152.7999,224.60001,316.0,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 21:04:46,,3730.2,48.900002,246.19998,220.10001,252.10001,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 21:05:03,,3758.9998,52.900002,318.39996,242.8,304.29999,,0.40027145,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 21:08:45,,3686.0,59.5,396.60001,233.60001,256.30002,,0.10006786,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 21:17:04,,3805.5999,64.0,1132.2,222.39999,330.79999,,0.40027145,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 21:20:00,,4186.0,53.5,371.0,231.59999,266.5,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 21:22:47,,3787.3999,55.0,1120.5,224.8,318.0,,0.10006786,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 21:24:46,,3730.9998,48.900002,249.10001,219.89999,251.8,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 21:25:03,,3757.7998,53.0,318.5,242.8,304.29999,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 21:28:45,,3682.0,59.5,396.19998,233.60001,256.5,,0.20013572,,,,Operativo,Degradación ⚠️
DEEPWATER-51ZYBC,2020-01-12 21:37:04,,3804.5,64.0,1132.0,222.39999,331.5,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 21:38:53,,3964.3999,55.0,314.20001,247.60001,284.5,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 21:40:00,,4184.8999,53.5,371.0,231.59999,266.69998,,0.50033927,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 21:42:47,,3922.3999,54.900002,1114.7,224.8,317.29999,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 21:44:46,,3731.4998,48.900002,247.79999,220.10001,251.8,,0.0,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 21:45:03,,3758.8997,52.900002,318.39996,242.8,304.29999,,0.40027145,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 21:48:45,,3684.2,59.5,396.5,233.60001,256.10001,,0.30020356,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 21:56:53,,3961.5999,55.0,314.5,248.0,284.40002000000004,,0.30020356,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 21:57:04,,3805.5999,64.099998,1132.0,222.39999,331.5,,0.40027145,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 22:00:00,,4186.7998,53.5,371.39996,231.59999,266.5,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 22:02:47,,3978.7,55.0,1127.3999,224.60001,316.39999,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 22:04:46,,3730.8999,48.900002,247.89998,220.10001,251.8,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 22:05:03,,3757.8999,52.900002,318.39996,242.8,304.5,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 22:08:45,,3690.5,59.5,396.69998,233.60001,256.30002,,0.0,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 22:17:04,,3802.2998,64.0,1132.0,222.39999,330.79999,,0.30020356,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 22:17:53,,3958.4001,54.900002,314.89999,247.79999,284.40002000000004,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 22:20:00,,4187.1997,53.5,371.39996,231.59999,266.5,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-ROJ53V,2020-01-12 22:24:46,,3730.7,48.900002,248.39999,220.10001,252.10001,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 22:25:03,,3759.4001,53.0,318.39996,242.8,304.5,,0.40027145,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 22:28:45,,3686.3999,59.5,397.0,233.60001,256.30002,,0.0,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 22:37:04,,3801.5999,64.0,1131.7999,222.39999,331.29999,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 22:38:53,,3945.0999,54.900002,314.79999,247.79999,284.5,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 22:40:00,,4185.0,53.5,371.5,231.59999,266.40002000000004,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-ROJ53V,2020-01-12 22:40:46,,3731.4998,48.900002,248.7,220.10001,252.0,,0.0,,,,Operativo,Otro
DEEPWATER-000XAR,2020-01-12 22:42:47,,3878.8999,54.900002,1127.5,224.8,317.29999,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 22:43:46,,3731.5999,48.900002,248.29999,,252.10001,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 22:44:46,,3731.1997,48.900002,248.7,220.10001,251.60001,,0.0,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 22:45:03,,3763.2,53.0,318.39996,242.8,304.5,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 22:48:45,,3676.3999,59.5,397.60001,233.60001,256.30002,,0.0,,,,Operativo,Degradación ⚠️
DEEPWATER-MECD2B,2020-01-12 22:56:53,,3946.7998,55.0,314.89999,248.0,284.69998,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 22:57:04,,3801.5999,64.099998,1131.6,222.39999,331.0,,0.40027145,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 23:00:00,,4185.1001,53.5,371.39996,231.59999,266.69998,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 23:02:47,,3796.3999,54.900002,1108.2,224.8,318.20001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 23:04:46,,3731.1997,48.900002,248.5,220.10001,252.0,,0.0,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 23:05:03,,3763.3999,52.900002,318.5,242.8,304.29999,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 23:08:45,,3679.5999,59.5,397.60001,233.60001,256.10001,,0.0,,,,Operativo,Degradación ⚠️
DEEPWATER-51ZYBC,2020-01-12 23:17:04,,3801.8997,64.0,1131.8999,222.39999,331.5,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 23:17:53,,3946.5999,54.900002,314.79999,248.0,284.69998,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 23:20:00,,4186.5,53.400002,371.39996,231.59999,266.40002000000004,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 23:22:47,,3899.3999,55.0,1108.2,224.8,317.29999,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 23:24:46,,3730.7998,49.0,249.29999,220.10001,252.10001,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 23:25:03,,3758.9998,53.0,318.29999,242.8,304.29999,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 23:28:45,,3679.8999,59.5,397.60001,233.60001,256.5,,0.0,,,,Operativo,Degradación ⚠️
DEEPWATER-51ZYBC,2020-01-12 23:37:04,,3801.8997,64.0,1131.7999,222.39999,331.70001,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 23:38:53,,3945.2,54.900002,314.69998,248.0,284.69998,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-12 23:40:00,,4185.3999,53.5,371.5,231.59999,266.40002000000004,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-12 23:42:47,,3916.8,54.900002,1118.0,224.8,316.60001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-12 23:44:46,,3729.9998,49.0,248.39999,220.10001,251.8,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-12 23:45:03,,3758.4998,52.900002,318.19998,242.8,304.29999,,0.40027145,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-12 23:48:45,,3686.4998,59.5,396.89999,233.60001,256.30002,,0.10006786,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-12 23:57:04,,3802.2998,64.0,1132.0,222.39999,331.89999,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-12 23:58:53,,3946.4998,55.0,314.5,248.0,284.69998,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-13 00:00:00,,4185.5,53.5,371.79999,231.59999,266.5,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-13 00:02:47,,3876.2,55.0,1119.0,224.8,316.89999,,0.20013572,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-13 00:04:46,,3729.9998,48.900002,248.5,220.10001,252.0,,0.0,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-13 00:05:03,,3757.9998,52.900002,318.29999,242.8,304.20001,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-13 00:08:45,,3687.9998,59.5,396.60001,233.39999,256.30002,,0.10006786,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-13 00:17:04,,3802.8999,64.099998,1131.7,222.3,331.5,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-13 00:17:53,,3947.2998,54.900002,314.5,248.0,284.69998,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-13 00:20:00,,4185.8999,53.5,371.79999,231.59999,266.5,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-13 00:22:47,,,54.900002,,,,,,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-13 00:24:46,,3730.0999,49.0,250.2,220.10001,252.0,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-13 00:25:03,,3758.8997,53.0,318.19998,242.8,304.20001,,0.40027145,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-13 00:28:45,,,59.5,,,,,,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-13 00:37:04,,3802.8999,64.0,1131.8999,222.39999,331.70001,,0.40027145,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-13 00:40:00,,4186.0,53.5,371.89999,231.59999,266.5,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-13 00:42:47,,3812.8999,55.0,1095.3999,224.8,318.60001,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-13 00:44:46,,3730.0999,48.900002,250.7,220.3,248.20001,,0.10006786,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-13 00:45:03,,3759.4001,53.0,318.0,242.8,304.29999,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-13 00:48:45,,3682.7,59.5,396.89999,233.60001,256.5,,0.20013572,,,,Operativo,Degradación ⚠️
DEEPWATER-MECD2B,2020-01-13 00:56:53,,3946.3999,54.900002,314.30002,247.79999,284.69998,,0.20013572,,,,Operativo,Otro
DEEPWATER-51ZYBC,2020-01-13 00:57:04,,3803.1001,64.0,1131.8999,222.39999,331.70001,,0.40027145,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-13 01:00:00,,4184.6001,53.5,371.79999,231.59999,266.5,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-13 01:02:47,,3853.9998,54.900002,1101.8999,224.8,317.5,,0.30020356,,,,Operativo,Otro
DEEPWATER-ROJ53V,2020-01-13 01:04:46,,3730.2,48.900002,243.59999,220.3,248.7,,0.20013572,,,,Operativo,Otro
DEEPWATER-W22D0A,2020-01-13 01:05:03,,3757.9998,53.0,318.0,242.8,304.20001,,0.30020356,,,,Operativo,Otro
DEEPWATER-3J5ZXG,2020-01-13 01:08:45,,3681.8999,59.5,396.79999,233.60001,256.10001,,0.30020356,,,,Operativo,Degradación ⚠️
DEEPWATER-51ZYBC,2020-01-13 01:17:04,,3803.8,64.0,1131.7999,222.39999,331.70001,,0.40027145,,,,Operativo,Otro
DEEPWATER-MECD2B,2020-01-13 01:17:53,,3947.2998,55.0,314.20001,247.79999,284.5,,0.20013572,,,,Operativo,Otro
DEEPWATER-UY0V1O,2020-01-13 01:20:00,,4184.8999,53.400002,371.79999,231.59999,266.5,,0.40027145,,,,Operativo,Anómalo 🔴
DEEPWATER-000XAR,2020-01-13 01:22:47,,3769.2,54.900002,1094.7999,224.8,318.39999,,0.30020356,,,,Operativo,Otro
